molecule_chembl_id,target_chembl_id,standard_type,standard_value,standard_units,smiles,organism,pIC50
CHEMBL1922311,CHEMBL368,IC50,16500.0,nM,Nc1c(C2=NCCN2)cnn1-c1cc(Cl)cc(Cl)c1,trypanosoma_cruzi,4.782516055786093
CHEMBL1922310,CHEMBL368,IC50,13600.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(Cl)c(Cl)c1,trypanosoma_cruzi,4.866461091629782
CHEMBL4436088,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(Cl)cc1,trypanosoma_cruzi,4.0
CHEMBL4521976,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(F)cc1,trypanosoma_cruzi,4.0
CHEMBL1922314,CHEMBL368,IC50,84200.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(Br)cc1,trypanosoma_cruzi,4.0746879085003505
CHEMBL1922313,CHEMBL368,IC50,67400.0,nM,Nc1c(C2=NCCN2)cnn1-c1cccc(Br)c1,trypanosoma_cruzi,4.17134010346468
CHEMBL4534738,CHEMBL368,IC50,63400.0,nM,COc1ccc(-n2ncc(C3=NCCN3)c2N)cc1,trypanosoma_cruzi,4.1979107421182675
CHEMBL4549168,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1ccccc1,trypanosoma_cruzi,4.0
CHEMBL4573542,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1cccc(Cl)c1,trypanosoma_cruzi,4.0
CHEMBL4448470,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1cc(Cl)cc(Cl)c1,trypanosoma_cruzi,4.0
CHEMBL4459813,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1ccc(Cl)c(Cl)c1,trypanosoma_cruzi,4.0
CHEMBL4443645,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1ccc(Cl)cc1,trypanosoma_cruzi,4.0
CHEMBL4515539,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1ccc(F)cc1,trypanosoma_cruzi,4.0
CHEMBL4443824,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1ccc(Br)cc1,trypanosoma_cruzi,4.0
CHEMBL4439985,CHEMBL368,IC50,100000.0,nM,Nc1c(C2=NCCCN2)cnn1-c1cccc(Br)c1,trypanosoma_cruzi,4.0
CHEMBL4448881,CHEMBL368,IC50,100000.0,nM,COc1ccc(-n2ncc(C3=NCCCN3)c2N)cc1,trypanosoma_cruzi,4.0
CHEMBL110,CHEMBL368,IC50,1900.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi,5.721246399047171
CHEMBL1922311,CHEMBL368,IC50,12500.0,nM,Nc1c(C2=NCCN2)cnn1-c1cc(Cl)cc(Cl)c1,trypanosoma_cruzi,4.903089986991944
CHEMBL1922310,CHEMBL368,IC50,12700.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(Cl)c(Cl)c1,trypanosoma_cruzi,4.896196279044043
CHEMBL110,CHEMBL368,IC50,900.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi,6.045757490560675
CHEMBL1922311,CHEMBL3563,IC50,24000.0,nM,Nc1c(C2=NCCN2)cnn1-c1cc(Cl)cc(Cl)c1,trypanosoma_cruzi,4.619788758288394
CHEMBL1922310,CHEMBL3563,IC50,180000.0,nM,Nc1c(C2=NCCN2)cnn1-c1ccc(Cl)c(Cl)c1,trypanosoma_cruzi,3.744727494896694
CHEMBL1458713,CHEMBL3563,IC50,3000.0,nM,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCN=C(N)N,trypanosoma_cruzi,5.522878745280337
CHEMBL4456503,CHEMBL368,IC50,300.0,nM,CC(C)C1S/C(=N/N=C/CSc2ccccc2)NC1=O,trypanosoma_cruzi,6.522878745280337
CHEMBL1276197,CHEMBL368,IC50,101900.0,nM,NC(=S)N/N=C/CSc1ccccc1,trypanosoma_cruzi,3.9918258159935736
CHEMBL3787599,CHEMBL368,IC50,6100.0,nM,NC(=S)N/N=C/CSc1ccc(F)cc1,trypanosoma_cruzi,5.214670164989233
CHEMBL3785717,CHEMBL368,IC50,15400.0,nM,NC(=S)N/N=C/CSc1ccc(Br)cc1,trypanosoma_cruzi,4.8124792791635365
CHEMBL3785309,CHEMBL368,IC50,32100.0,nM,COc1ccc(SC/C=N/NC(N)=S)cc1,trypanosoma_cruzi,4.493494967595128
CHEMBL3785588,CHEMBL368,IC50,15300.0,nM,Cc1ccccc1SC/C=N/NC(N)=S,trypanosoma_cruzi,4.815308569182401
CHEMBL3786510,CHEMBL368,IC50,6300.0,nM,Cc1cccc(SC/C=N/NC(N)=S)c1,trypanosoma_cruzi,5.200659450546418
CHEMBL3787696,CHEMBL368,IC50,9600.0,nM,Cc1ccc(SC/C=N/NC(N)=S)cc1,trypanosoma_cruzi,5.017728766960431
CHEMBL3785388,CHEMBL368,IC50,6200.0,nM,Cc1ccc(C)c(SC/C=N/NC(N)=S)c1,trypanosoma_cruzi,5.207608310501746
CHEMBL3785286,CHEMBL368,IC50,47700.0,nM,NC(=S)N/N=C/CSc1ccccc1Cl,trypanosoma_cruzi,4.321481620959886
CHEMBL3787052,CHEMBL368,IC50,5500.0,nM,NC(=S)N/N=C/CSc1cccc(Cl)c1,trypanosoma_cruzi,5.259637310505756
CHEMBL3785305,CHEMBL368,IC50,6200.0,nM,NC(=S)N/N=C/CSc1ccc(Cl)cc1,trypanosoma_cruzi,5.207608310501746
CHEMBL3786871,CHEMBL368,IC50,6100.0,nM,NC(=S)N/N=C/CSc1cc(Cl)ccc1Cl,trypanosoma_cruzi,5.214670164989233
CHEMBL4568703,CHEMBL368,IC50,59400.0,nM,C(\CSc1ccccc1)=N/Nc1nc(-c2ccccc2)cs1,trypanosoma_cruzi,4.2262135550188065
CHEMBL4450535,CHEMBL368,IC50,9400.0,nM,Cc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.026872146400302
CHEMBL4462001,CHEMBL368,IC50,4100.0,nM,Cc1sc(N/N=C/CSc2ccccc2)nc1-c1ccc(Br)cc1,trypanosoma_cruzi,5.3872161432802645
CHEMBL4565528,CHEMBL368,IC50,5400.0,nM,Brc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.267606240177032
CHEMBL4516178,CHEMBL368,IC50,62700.0,nM,COc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,4.202732459169283
CHEMBL4434707,CHEMBL368,IC50,6800.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.167491087293763
CHEMBL4447401,CHEMBL368,IC50,7900.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)c(Cl)c1,trypanosoma_cruzi,5.102372908709558
CHEMBL4465398,CHEMBL368,IC50,56500.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1Cl,trypanosoma_cruzi,4.247951552180561
CHEMBL4454686,CHEMBL368,IC50,8400.0,nM,O=[N+]([O-])c1cccc(-c2csc(N/N=C/CSc3ccccc3)n2)c1,trypanosoma_cruzi,5.075720713938118
CHEMBL4564015,CHEMBL368,IC50,16000.0,nM,O=[N+]([O-])c1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,4.795880017344075
CHEMBL110,CHEMBL368,IC50,6600.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi,5.180456064458132
CHEMBL4513826,CHEMBL368,IC50,2900.0,nM,CC1SC(N/N=C/CCSc2ccccc2)NC1=O,trypanosoma_cruzi,5.5376020021010435
CHEMBL4447849,CHEMBL368,IC50,32100.0,nM,CC1SC(N/N=C/CCSc2ccc(Cl)cc2)NC1=O,trypanosoma_cruzi,4.493494967595128
CHEMBL2180326,CHEMBL368,IC50,49800.0,nM,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Br)cc2)cs1,trypanosoma_cruzi,4.302770657240282
CHEMBL2180328,CHEMBL368,IC50,4000.0,nM,C/C(COc1ccccc1)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,trypanosoma_cruzi,5.3979400086720375
CHEMBL2180352,CHEMBL368,IC50,4000.0,nM,C/C(COc1ccccc1)=N\Nc1nc(-c2ccncc2)cs1,trypanosoma_cruzi,5.3979400086720375
CHEMBL4589440,CHEMBL368,IC50,4900.0,nM,C/C(COc1ccccc1)=N\NC1SC(C(C)C)C(=O)N1c1ccccc1,trypanosoma_cruzi,5.309803919971486
CHEMBL1276197,CHEMBL368,IC50,89000.0,nM,NC(=S)N/N=C/CSc1ccccc1,trypanosoma_cruzi,4.050609993355087
CHEMBL3787599,CHEMBL368,IC50,5700.0,nM,NC(=S)N/N=C/CSc1ccc(F)cc1,trypanosoma_cruzi,5.2441251443275085
CHEMBL3785717,CHEMBL368,IC50,6600.0,nM,NC(=S)N/N=C/CSc1ccc(Br)cc1,trypanosoma_cruzi,5.180456064458132
CHEMBL3785309,CHEMBL368,IC50,39700.0,nM,COc1ccc(SC/C=N/NC(N)=S)cc1,trypanosoma_cruzi,4.401209493236885
CHEMBL3785588,CHEMBL368,IC50,6100.0,nM,Cc1ccccc1SC/C=N/NC(N)=S,trypanosoma_cruzi,5.214670164989233
CHEMBL3786510,CHEMBL368,IC50,1800.0,nM,Cc1cccc(SC/C=N/NC(N)=S)c1,trypanosoma_cruzi,5.7447274948966935
CHEMBL3785388,CHEMBL368,IC50,5900.0,nM,Cc1ccc(C)c(SC/C=N/NC(N)=S)c1,trypanosoma_cruzi,5.229147988357856
CHEMBL3785286,CHEMBL368,IC50,6200.0,nM,NC(=S)N/N=C/CSc1ccccc1Cl,trypanosoma_cruzi,5.207608310501746
CHEMBL3787052,CHEMBL368,IC50,14100.0,nM,NC(=S)N/N=C/CSc1cccc(Cl)c1,trypanosoma_cruzi,4.85078088734462
CHEMBL3785305,CHEMBL368,IC50,14100.0,nM,NC(=S)N/N=C/CSc1ccc(Cl)cc1,trypanosoma_cruzi,4.85078088734462
CHEMBL3786871,CHEMBL368,IC50,8200.0,nM,NC(=S)N/N=C/CSc1cc(Cl)ccc1Cl,trypanosoma_cruzi,5.086186147616283
CHEMBL4568703,CHEMBL368,IC50,5200.0,nM,C(\CSc1ccccc1)=N/Nc1nc(-c2ccccc2)cs1,trypanosoma_cruzi,5.2839966563652006
CHEMBL4450535,CHEMBL368,IC50,5700.0,nM,Cc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.2441251443275085
CHEMBL4462001,CHEMBL368,IC50,2600.0,nM,Cc1sc(N/N=C/CSc2ccccc2)nc1-c1ccc(Br)cc1,trypanosoma_cruzi,5.585026652029182
CHEMBL4565528,CHEMBL368,IC50,14300.0,nM,Brc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,4.844663962534939
CHEMBL4565068,CHEMBL368,IC50,41700.0,nM,Fc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,4.379863945026242
CHEMBL4516178,CHEMBL368,IC50,18500.0,nM,COc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,4.732828271596986
CHEMBL4434707,CHEMBL368,IC50,4100.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.3872161432802645
CHEMBL4447401,CHEMBL368,IC50,4100.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)c(Cl)c1,trypanosoma_cruzi,5.3872161432802645
CHEMBL4465398,CHEMBL368,IC50,15200.0,nM,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1Cl,trypanosoma_cruzi,4.818156412055227
CHEMBL4454686,CHEMBL368,IC50,19200.0,nM,O=[N+]([O-])c1cccc(-c2csc(N/N=C/CSc3ccccc3)n2)c1,trypanosoma_cruzi,4.716698771296451
CHEMBL4564015,CHEMBL368,IC50,8400.0,nM,O=[N+]([O-])c1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1,trypanosoma_cruzi,5.075720713938118
CHEMBL110,CHEMBL368,IC50,6200.0,nM,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,trypanosoma_cruzi,5.207608310501746
CHEMBL4513826,CHEMBL368,IC50,10000.0,nM,CC1SC(N/N=C/CCSc2ccccc2)NC1=O,trypanosoma_cruzi,5.0
CHEMBL2180328,CHEMBL368,IC50,3800.0,nM,C/C(COc1ccccc1)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,trypanosoma_cruzi,5.42021640338319
